"id"	"LIBELLE"	"agr"	"art"	"sup"	"int"	"emp"	"ouv"	"total"	"pagr"	"part"	"psup"	"pint"	"pemp"	"pouv"	"typo"
"02206"	"Colonfay"	0	4	0	4	12	8	28	0	14.2857142857143	0	14.2857142857143	42.8571428571429	28.5714285714286	"emp"
"02207"	"Commenchon"	0	0	5	35	25	35	100	0	0	5	35	25	35	"int"
"02208"	"Concevreux"	0	0	15	25	54	39	133	0	0	11.2781954887218	18.796992481203	40.6015037593985	29.3233082706767	"emp"
"02209"	"Condé-En-Brie"	0	29	34	15	83	73	234	0	12.3931623931624	14.5299145299145	6.41025641025641	35.4700854700855	31.1965811965812	"emp"
"02210"	"Condé-Sur-Aisne"	0	0	10	20	50	80	160	0	0	6.25	12.5	31.25	50	"ouv"
"02211"	"Condé-Sur-Suippe"	4	4	0	21	25	21	75	5.33333333333333	5.33333333333333	0	28	33.3333333333333	28	"emp"
"02212"	"Condren"	5	15	15	51	87	77	250	2	6	6	20.4	34.8	30.8	"emp"
"02213"	"Connigis"	4	0	8	24	24	53	113	3.53982300884956	0	7.07964601769912	21.2389380530973	21.2389380530973	46.9026548672566	"ouv"
"02214"	"Contescourt"	5	0	0	5	5	5	20	25	0	0	25	25	25	"agr"
"02215"	"Corbeny"	8	16	39	98	94	63	318	2.51572327044025	5.0314465408805	12.2641509433962	30.8176100628931	29.559748427673	19.811320754717	"int"
"02216"	"Corcy"	0	0	8	16	51	47	122	0	0	6.55737704918033	13.1147540983607	41.8032786885246	38.5245901639344	"emp"
"02217"	"Coucy-Le-Château-Auffrique"	4	12	12	59	123	107	317	1.26182965299685	3.78548895899054	3.78548895899054	18.6119873817035	38.801261829653	33.7539432176656	"emp"
"02218"	"Coucy-Lès-Eppes"	16	16	12	33	91	49	217	7.37327188940092	7.37327188940092	5.52995391705069	15.2073732718894	41.9354838709677	22.5806451612903	"emp"
"02219"	"Coucy-La-Ville"	5	0	20	10	10	20	65	7.69230769230769	0	30.7692307692308	15.3846153846154	15.3846153846154	30.7692307692308	"sup"
