"id"	"LIBELLE"	"agr"	"art"	"sup"	"int"	"emp"	"ouv"	"total"	"pagr"	"part"	"psup"	"pint"	"pemp"	"pouv"	"typo"
"59364"	"Louvil"	10	36	66	71	61	25	269	3.71747211895911	13.3828996282528	24.5353159851301	26.3940520446097	22.6765799256506	9.29368029739777	"int"
"59365"	"Louvroil"	0	97	53	293	497	694	1634	0	5.93635250917993	3.24357405140759	17.9314565483476	30.4161566707466	42.4724602203182	"ouv"
"59366"	"Lynde"	10	15	35	95	100	85	340	2.94117647058824	4.41176470588235	10.2941176470588	27.9411764705882	29.4117647058824	25	"emp"
"59367"	"Lys-Lez-Lannoy"	0	281	648	1488	1482	1155	5054	0	5.5599525128611	12.8215275029679	29.4420261179264	29.3233082706767	22.8531855955679	"int"
"59368"	"Madeleine"	5	394	3062	2675	2125	1152	9413	0.053118028258791	4.18570062679273	32.5294805056836	28.4181451184532	22.5751620099862	12.2383937108255	"sup"
"59369"	"Maing"	5	50	189	417	427	342	1430	0.34965034965035	3.4965034965035	13.2167832167832	29.1608391608392	29.8601398601399	23.9160839160839	"emp"
"59370"	"Mairieux"	0	26	26	97	66	46	261	0	9.96168582375479	9.96168582375479	37.1647509578544	25.2873563218391	17.6245210727969	"int"
"59371"	"Maisnil"	0	16	89	105	32	28	270	0	5.92592592592593	32.962962962963	38.8888888888889	11.8518518518519	10.3703703703704	"int"
"59372"	"Malincourt"	12	12	4	32	40	57	157	7.64331210191083	7.64331210191083	2.54777070063694	20.3821656050955	25.4777070063694	36.3057324840764	"ouv"
"59374"	"Marbaix"	5	5	0	45	65	50	170	2.94117647058824	2.94117647058824	0	26.4705882352941	38.2352941176471	29.4117647058824	"emp"
"59375"	"Marchiennes"	5	115	235	509	484	355	1703	0.293599530240752	6.75278919553729	13.7991779213153	29.8884321785085	28.4204345273048	20.8455666470934	"int"
"59377"	"Marcoing"	4	20	64	151	163	203	605	0.661157024793388	3.30578512396694	10.5785123966942	24.9586776859504	26.9421487603306	33.5537190082645	"ouv"
"59378"	"Marcq-En-Baroeul"	3	830	5312	3842	2613	1436	14036	0.0213736107153035	5.91336563123397	37.8455400398974	27.3724707893987	18.6164149330294	10.2308349957253	"sup"
"59379"	"Marcq-En-Ostrevent"	8	4	20	77	98	73	280	2.85714285714286	1.42857142857143	7.14285714285714	27.5	35	26.0714285714286	"emp"
"59381"	"Maresches"	10	10	61	133	61	51	326	3.06748466257669	3.06748466257669	18.7116564417178	40.7975460122699	18.7116564417178	15.6441717791411	"int"
"59382"	"Maretz"	0	25	40	95	146	236	542	0	4.61254612546125	7.38007380073801	17.5276752767528	26.9372693726937	43.5424354243542	"ouv"
"59383"	"Marly"	0	111	403	974	1211	969	3668	0	3.02617230098146	10.9869138495093	26.5539803707743	33.0152671755725	26.4176663031625	"emp"
"59384"	"Maroilles"	10	30	75	115	145	115	490	2.04081632653061	6.12244897959184	15.3061224489796	23.469387755102	29.5918367346939	23.469387755102	"emp"
"59385"	"Marpent"	0	65	50	140	275	330	860	0	7.55813953488372	5.81395348837209	16.2790697674419	31.9767441860465	38.3720930232558	"ouv"
"59386"	"Marquette-Lez-Lille"	0	178	843	1139	1110	700	3970	0	4.48362720403023	21.2342569269521	28.6901763224181	27.9596977329975	17.632241813602	"int"
"59387"	"Marquette-En-Ostrevant"	5	35	45	155	190	180	610	0.819672131147541	5.73770491803279	7.37704918032787	25.4098360655738	31.1475409836066	29.5081967213115	"emp"
"59388"	"Marquillies"	12	40	155	275	183	115	780	1.53846153846154	5.12820512820513	19.8717948717949	35.2564102564103	23.4615384615385	14.7435897435897	"int"
"59389"	"Masnières"	0	60	72	145	282	358	917	0	6.54307524536532	7.85169029443839	15.8124318429662	30.752453653217	39.0403489640131	"ouv"
"59390"	"Masny"	0	43	35	233	394	539	1244	0	3.45659163987138	2.81350482315113	18.7299035369775	31.6720257234727	43.3279742765273	"ouv"
"59391"	"Mastaing"	4	20	40	84	92	76	316	1.26582278481013	6.32911392405063	12.6582278481013	26.5822784810127	29.1139240506329	24.0506329113924	"emp"
"59392"	"Maubeuge"	22	360	587	1740	2628	2709	8046	0.273427790206314	4.47427293064877	7.29555058414119	21.6256524981357	32.662192393736	33.668903803132	"ouv"
"59393"	"Maulde"	0	19	44	92	102	92	349	0	5.44412607449857	12.6074498567335	26.3610315186246	29.2263610315186	26.3610315186246	"emp"
"59394"	"Maurois"	15	15	0	10	30	70	140	10.7142857142857	10.7142857142857	0	7.14285714285714	21.4285714285714	50	"ouv"
"59395"	"Mazinghien"	25	5	10	30	10	15	95	26.3157894736842	5.26315789473684	10.5263157894737	31.5789473684211	10.5263157894737	15.7894736842105	"int"
"59396"	"Mecquignies"	0	20	40	69	84	35	248	0	8.06451612903226	16.1290322580645	27.8225806451613	33.8709677419355	14.1129032258065	"emp"
"59397"	"Merckeghem"	5	15	20	70	55	85	250	2	6	8	28	22	34	"ouv"
"59398"	"Mérignies"	5	95	459	295	169	80	1103	0.453309156844968	8.6128739800544	41.6137805983681	26.7452402538531	15.3218495013599	7.25294650951949	"sup"
"59399"	"Merris"	20	16	52	116	96	60	360	5.55555555555556	4.44444444444444	14.4444444444444	32.2222222222222	26.6666666666667	16.6666666666667	"int"
"59400"	"Merville"	40	174	158	632	1115	1380	3499	1.14318376679051	4.97284938553873	4.51557587882252	18.0623035152901	31.8662474992855	39.4398399542726	"ouv"
"59401"	"Méteren"	48	48	58	173	280	217	824	5.8252427184466	5.8252427184466	7.03883495145631	20.995145631068	33.9805825242718	26.3349514563107	"emp"
"59402"	"Millam"	0	20	36	89	89	73	307	0	6.51465798045603	11.7263843648208	28.9902280130293	28.9902280130293	23.7785016286645	"int"
"59403"	"Millonfosse"	0	24	38	81	62	29	234	0	10.2564102564103	16.2393162393162	34.6153846153846	26.4957264957265	12.3931623931624	"int"
"59405"	"Moeuvres"	9	0	5	61	33	56	164	5.48780487804878	0	3.04878048780488	37.1951219512195	20.1219512195122	34.1463414634146	"int"
"59406"	"Monceau-Saint-Waast"	10	0	10	55	35	25	135	7.40740740740741	0	7.40740740740741	40.7407407407407	25.9259259259259	18.5185185185185	"int"
"59407"	"Monchaux-Sur-Écaillon"	5	10	65	40	60	20	200	2.5	5	32.5	20	30	10	"sup"
"59408"	"Moncheaux"	0	32	61	202	158	85	538	0	5.94795539033457	11.3382899628253	37.546468401487	29.368029739777	15.7992565055762	"int"
"59409"	"Monchecourt"	10	25	57	240	248	283	863	1.15874855156431	2.89687137891078	6.60486674391657	27.8099652375435	28.7369640787949	32.79258400927	"ouv"
"59410"	"Mons-En-Baroeul"	0	295	1277	1650	2198	1564	6984	0	4.22394043528064	18.2846506300115	23.6254295532646	31.4719358533792	22.3940435280641	"emp"
"59411"	"Mons-En-Pévèle"	20	25	135	231	216	110	737	2.71370420624152	3.3921302578019	18.3175033921303	31.3432835820896	29.3080054274084	14.9253731343284	"int"
"59412"	"Montay"	4	8	8	8	20	65	113	3.53982300884956	7.07964601769912	7.07964601769912	7.07964601769912	17.6991150442478	57.5221238938053	"ouv"
"59413"	"Montigny-En-Cambrésis"	15	31	10	61	61	51	229	6.55021834061135	13.5371179039301	4.36681222707424	26.6375545851528	26.6375545851528	22.2707423580786	"int"
"59414"	"Montigny-En-Ostrevent"	0	59	107	316	457	416	1355	0	4.35424354243542	7.89667896678967	23.3210332103321	33.7269372693727	30.7011070110701	"emp"
"59415"	"Montrécourt"	4	0	8	32	24	8	76	5.26315789473684	0	10.5263157894737	42.1052631578947	31.5789473684211	10.5263157894737	"int"
"59416"	"Morbecque"	16	47	143	245	261	166	878	1.82232346241458	5.35307517084282	16.2870159453303	27.9043280182232	29.7266514806378	18.9066059225513	"emp"
"59418"	"Mortagne-Du-Nord"	0	25	70	90	165	205	555	0	4.5045045045045	12.6126126126126	16.2162162162162	29.7297297297297	36.9369369369369	"ouv"
"59419"	"Mouchin"	12	28	85	206	149	73	553	2.16998191681736	5.06329113924051	15.370705244123	37.251356238698	26.9439421338156	13.2007233273056	"int"
"59420"	"Moustier-En-Fagne"	0	0	5	15	0	5	25	0	0	20	60	0	20	"int"
"59421"	"Mouvaux"	1	335	1408	1347	960	556	4607	0.0217060994139353	7.27154330366833	30.5621879748209	29.2381159105709	20.8378554373779	12.068591274148	"sup"
"59422"	"Naves"	5	0	30	35	89	50	209	2.39234449760766	0	14.3540669856459	16.7464114832536	42.5837320574163	23.9234449760766	"emp"
"59423"	"Neuf-Berquin"	5	10	40	115	165	165	500	1	2	8	23	33	33	"emp"
"59424"	"Neuf-Mesnil"	0	32	24	65	105	170	396	0	8.08080808080808	6.06060606060606	16.4141414141414	26.5151515151515	42.9292929292929	"ouv"
"59425"	"Neuville-En-Avesnois"	5	20	20	15	35	20	115	4.34782608695652	17.3913043478261	17.3913043478261	13.0434782608696	30.4347826086957	17.3913043478261	"emp"
"59426"	"Neuville-En-Ferrain"	15	181	551	1105	1072	700	3624	0.413907284768212	4.99448123620309	15.2041942604857	30.4911699779249	29.5805739514349	19.3156732891832	"int"
"59427"	"Neuville"	0	16	69	121	56	24	286	0	5.59440559440559	24.1258741258741	42.3076923076923	19.5804195804196	8.39160839160839	"int"
"59428"	"Neuville-Saint-Rémy"	0	45	70	290	463	377	1245	0	3.6144578313253	5.62248995983936	23.2931726907631	37.1887550200803	30.281124497992	"emp"
"59429"	"Neuville-Sur-Escaut"	0	30	20	200	255	348	853	0	3.51699882766706	2.34466588511137	23.4466588511137	29.89449003517	40.7971864009379	"ouv"
"59430"	"Neuvilly"	15	5	5	60	95	170	350	4.28571428571429	1.42857142857143	1.42857142857143	17.1428571428571	27.1428571428571	48.5714285714286	"ouv"
"59431"	"Nieppe"	16	140	322	746	801	693	2718	0.588668138337012	5.15084621044886	11.8469462840324	27.4466519499632	29.4701986754967	25.4966887417219	"emp"
"59432"	"Niergnies"	0	15	34	69	64	20	202	0	7.42574257425743	16.8316831683168	34.1584158415842	31.6831683168317	9.9009900990099	"int"
"59433"	"Nieurlet"	8	8	16	74	117	164	387	2.0671834625323	2.0671834625323	4.1343669250646	19.1214470284238	30.2325581395349	42.3772609819121	"ouv"
"59434"	"Nivelle"	0	45	90	170	145	90	540	0	8.33333333333333	16.6666666666667	31.4814814814815	26.8518518518519	16.6666666666667	"int"
"59435"	"Nomain"	32	95	179	253	188	140	887	3.60766629086809	10.7102593010147	20.1803833145434	28.5231116121759	21.1950394588501	15.7835400225479	"int"
"59436"	"Noordpeene"	12	12	36	97	72	72	301	3.98671096345515	3.98671096345515	11.9601328903654	32.2259136212625	23.9202657807309	23.9202657807309	"int"
"59437"	"Noyelles-Lès-Seclin"	0	15	89	118	64	39	325	0	4.61538461538462	27.3846153846154	36.3076923076923	19.6923076923077	12	"int"
"59438"	"Noyelles-Sur-Escaut"	8	31	43	74	74	55	285	2.80701754385965	10.8771929824561	15.0877192982456	25.9649122807018	25.9649122807018	19.2982456140351	"int"
"59439"	"Noyelles-Sur-Sambre"	16	5	26	21	21	42	131	12.2137404580153	3.81679389312977	19.8473282442748	16.030534351145	16.030534351145	32.0610687022901	"ouv"
"59440"	"Noyelles-Sur-Selle"	5	10	15	57	88	72	247	2.02429149797571	4.04858299595142	6.07287449392713	23.0769230769231	35.6275303643725	29.1497975708502	"emp"
"59441"	"Obies"	0	8	40	77	81	89	295	0	2.71186440677966	13.5593220338983	26.1016949152542	27.4576271186441	30.1694915254237	"ouv"
"59442"	"Obrechies"	0	10	10	15	20	25	80	0	12.5	12.5	18.75	25	31.25	"ouv"
"59443"	"Ochtezeele"	8	4	29	63	25	42	171	4.67836257309941	2.33918128654971	16.9590643274854	36.8421052631579	14.6198830409357	24.5614035087719	"int"
"59444"	"Odomez"	0	5	35	104	90	70	304	0	1.64473684210526	11.5131578947368	34.2105263157895	29.6052631578947	23.0263157894737	"int"
"59445"	"Ohain"	0	35	25	105	110	155	430	0	8.13953488372093	5.81395348837209	24.4186046511628	25.5813953488372	36.046511627907	"ouv"
"59446"	"Oisy"	0	20	30	135	30	40	255	0	7.84313725490196	11.7647058823529	52.9411764705882	11.7647058823529	15.6862745098039	"int"
"59447"	"Onnaing"	8	100	248	596	987	942	2881	0.277681360638667	3.47101700798334	8.60812217979868	20.6872613675807	34.2589378687956	32.6969802152031	"emp"
"59448"	"Oost-Cappel"	5	0	10	36	41	46	138	3.6231884057971	0	7.2463768115942	26.0869565217391	29.7101449275362	33.3333333333333	"ouv"
"59449"	"Orchies"	0	104	509	969	934	811	3327	0	3.12593928464082	15.2990682296363	29.1253381424707	28.073339344755	24.3763149984971	"int"
"59450"	"Ors"	12	12	12	76	72	56	240	5	5	5	31.6666666666667	30	23.3333333333333	"int"
"59451"	"Orsinval"	0	15	40	91	35	25	206	0	7.28155339805825	19.4174757281553	44.1747572815534	16.9902912621359	12.1359223300971	"int"
"59452"	"Ostricourt"	0	85	105	417	522	507	1636	0	5.19559902200489	6.41809290953545	25.4889975550122	31.9070904645477	30.9902200488998	"emp"
"59453"	"Oudezeele"	10	10	20	79	40	69	228	4.3859649122807	4.3859649122807	8.7719298245614	34.6491228070175	17.5438596491228	30.2631578947368	"int"
"59454"	"Oxelaëre"	0	10	41	41	56	46	194	0	5.15463917525773	21.1340206185567	21.1340206185567	28.8659793814433	23.7113402061856	"emp"
"59455"	"Paillencourt"	0	12	44	107	68	119	350	0	3.42857142857143	12.5714285714286	30.5714285714286	19.4285714285714	34	"ouv"
"59456"	"Pecquencourt"	4	80	108	379	641	633	1845	0.21680216802168	4.3360433604336	5.85365853658537	20.5420054200542	34.7425474254743	34.3089430894309	"emp"
"59457"	"Pérenchies"	0	148	489	869	971	659	3136	0	4.71938775510204	15.593112244898	27.7104591836735	30.9630102040816	21.0140306122449	"emp"
"59458"	"Péronne-En-Mélantois"	0	10	145	124	69	15	363	0	2.75482093663912	39.9449035812672	34.1597796143251	19.0082644628099	4.13223140495868	"sup"
"59459"	"Petite-Forêt"	0	50	175	413	575	389	1602	0	3.1210986267166	10.9238451935081	25.7802746566792	35.8926342072409	24.2821473158552	"emp"
"59461"	"Petit-Fayt"	15	0	10	19	49	15	108	13.8888888888889	0	9.25925925925926	17.5925925925926	45.3703703703704	13.8888888888889	"emp"
"59462"	"Phalempin"	0	90	365	564	441	209	1669	0	5.39245056920312	21.8693828639904	33.7926902336729	26.4230077890953	12.5224685440383	"int"
"59463"	"Pitgam"	12	12	60	89	117	113	403	2.97766749379653	2.97766749379653	14.8883374689826	22.0843672456576	29.0322580645161	28.0397022332506	"emp"
"59464"	"Poix-Du-Nord"	12	36	40	116	245	273	722	1.66204986149584	4.98614958448753	5.54016620498615	16.0664819944598	33.9335180055402	37.8116343490305	"ouv"
"59465"	"Pommereuil"	8	20	4	84	68	96	280	2.85714285714286	7.14285714285714	1.42857142857143	30	24.2857142857143	34.2857142857143	"ouv"
"59466"	"Pont-À-Marcq"	5	49	256	315	354	182	1161	0.430663221360896	4.22049956933678	22.0499569336779	27.1317829457364	30.4909560723514	15.6761412575366	"emp"
"59467"	"Pont-Sur-Sambre"	0	35	110	254	314	244	957	0	3.65726227795193	11.4942528735632	26.5412748171369	32.8108672936259	25.496342737722	"emp"
"59468"	"Potelle"	0	16	16	27	23	19	101	0	15.8415841584158	15.8415841584158	26.7326732673267	22.7722772277228	18.8118811881188	"int"
"59469"	"Pradelles"	8	8	16	44	28	40	144	5.55555555555556	5.55555555555556	11.1111111111111	30.5555555555556	19.4444444444444	27.7777777777778	"int"
"59470"	"Prémesques"	15	51	190	303	164	46	769	1.95058517555267	6.63198959687906	24.7074122236671	39.4018205461639	21.3263979193758	5.98179453836151	"int"
"59471"	"Préseau"	4	33	158	237	192	125	749	0.534045393858478	4.40587449933244	21.0947930574099	31.6421895861148	25.6341789052069	16.6889185580774	"int"
"59472"	"Preux-Au-Bois"	5	5	35	90	65	80	280	1.78571428571429	1.78571428571429	12.5	32.1428571428571	23.2142857142857	28.5714285714286	"int"
"59473"	"Preux-Au-Sart"	0	0	16	28	20	52	116	0	0	13.7931034482759	24.1379310344828	17.2413793103448	44.8275862068966	"ouv"
"59474"	"Prisches"	30	20	30	70	40	105	295	10.1694915254237	6.77966101694915	10.1694915254237	23.728813559322	13.5593220338983	35.5932203389831	"ouv"
"59475"	"Prouvy"	0	25	130	224	215	205	799	0	3.12891113892365	16.270337922403	28.0350438047559	26.9086357947434	25.657071339174	"int"
"59476"	"Proville"	0	54	142	296	303	263	1058	0	5.10396975425331	13.421550094518	27.9773156899811	28.6389413988658	24.8582230623818	"emp"
"59477"	"Provin"	0	85	180	455	520	375	1615	0	5.26315789473684	11.1455108359133	28.1733746130031	32.1981424148607	23.2198142414861	"emp"
